id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_merk,produk_dihasilkan,tahun
190,32,JAWA BARAT,3273,KOTA BANDUNG,DINI PASTRY & DESSERT,"CUPCAKES, CAKE, KUE KERING, PUDING, ROTI, DONAT",2017
191,32,JAWA BARAT,3273,KOTA BANDUNG,NY. HIONG,"COOKIES, KUE KERING, BROWNIES, CAKE",2017
192,32,JAWA BARAT,3273,KOTA BANDUNG,J N J,"KUE KERINGÂ  : SAGU KEJU SPESIAL,
  NASTAR, KASTENGEL, LIDAH BUAYA, SEMPRIT",2017
193,32,JAWA BARAT,3273,KOTA BANDUNG,CHEE-BHOT,"CUANKI INSTAN RASA : (ORIGINAL, KARI AYAM, PEDAS RAMEN, BASO KEJU),
  SEBLAK AYAM PEDAS ORIGINAL, MIE BAKWAN RASA : (BLACKPAPPER, TOM YAM)",2017
194,32,JAWA BARAT,3273,KOTA BANDUNG,ULENAK,ULENAK,2017
195,32,JAWA BARAT,3273,KOTA BANDUNG,PAIS WALAHAR H. MOEL,"PEPES IKAN PATIN,Â  IKAN MAS, IKAN
  KAKAP, IKAN BAWAL LAUT",2017
196,32,JAWA BARAT,3273,KOTA BANDUNG,KERKEZZ,BAWANG GORENG,2017
197,32,JAWA BARAT,3273,KOTA BANDUNG,CANÂD AKOE,"LUMPIA KRISPY RASA : ASIN, PEDAS, ORIGINAL",2017
198,32,JAWA BARAT,3273,KOTA BANDUNG,CHIHUI,"KERIPIK UBI RASA : KEJU, JAGUNG BAKAR, BBQ, PEDAS, COKLAT MANIS, KENCUR
  PEDAS",2017
199,32,JAWA BARAT,3273,KOTA BANDUNG,DHISA HOUSE,"KUE KEJU, KUE BLACK IN COOKIES",2017
200,32,JAWA BARAT,3273,KOTA BANDUNG,ES TELLER LOMBOK,"ES CAMPUR, ES JERUK, ES KELAPA MUDA, ES KELAPA APUKAT, ES KELAPA NANGKA",2017
201,32,JAWA BARAT,3273,KOTA BANDUNG,FMD,TELUR ASIN,2017
202,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI KHAS,KOPI BUBUK INSTAN,2017
203,32,JAWA BARAT,3273,KOTA BANDUNG,IBU NUR,"PEMPEK LENJER, PEMPEK KAPAL SELAM",2017
204,32,JAWA BARAT,3273,KOTA BANDUNG,AL MAÂWA,"MADU MURNI KALIANDRA, MADU MURNI ODENG, MADU MURNI KLANCENG, MADU MURNI
  PAHIT, MADU MURNI LENGKENG, MADU MURNI CENGKEH, NIPIS MADU, KOPI MADU, SUSU
  JAHE MADU",2017
205,32,JAWA BARAT,3273,KOTA BANDUNG,RIZKY SNACK,"KERIPIK TEMPE, KERIPIK ONCOM",2017
206,32,JAWA BARAT,3273,KOTA BANDUNG,SAMBAL MAMAYU,SAMBAL GOANG,2017
207,32,JAWA BARAT,3273,KOTA BANDUNG,VITA COOKIES,"NASTAR, KASTANGELS, COKLAT, FRUITY, PUTRI SALJU, CANDY COOKIES, GREEN TEA",2017
208,32,JAWA BARAT,3273,KOTA BANDUNG,DOA MANDE SPESIAL RENDANG SEJAK 1962,"DENDENG DAGING SAPI, RENDANG DAGING SAPI",2017
209,32,JAWA BARAT,3273,KOTA BANDUNG,-,LOTEK DAN RUJAK,2017
210,32,JAWA BARAT,3273,KOTA BANDUNG,NAFIZ,"BANDENG ISI, PEPES IKANÂ  MAS,
  PINDANG ECHO",2017
211,32,JAWA BARAT,3273,KOTA BANDUNG,BUNNIES,"KUE BASAH, KUE KERING",2017
212,32,JAWA BARAT,3273,KOTA BANDUNG,MIRASA,"RISOLES AYAM, RISOLES SAYUR, RISOLES DAGING ASAP",2017
213,32,JAWA BARAT,3273,KOTA BANDUNG,CHIPTA,PIE LONTAR PAPUA,2017
214,32,JAWA BARAT,3273,KOTA BANDUNG,BENA,COKLAT PRALINE,2017
215,32,JAWA BARAT,3273,KOTA BANDUNG,TILU JAPATI,KACANG TELOR BOGOR,2017
216,32,JAWA BARAT,3273,KOTA BANDUNG,BATAGOR RIZKY,"BATAGOR, SIOMAY",2017
217,32,JAWA BARAT,3273,KOTA BANDUNG,TONG RING RANG 17,RANGINANG,2017
218,32,JAWA BARAT,3273,KOTA BANDUNG,ARNIL,"KUE KERING, KUE BASAH, BROWNIES",2017
219,32,JAWA BARAT,3273,KOTA BANDUNG,ÂCKO PRODUCTION,COOKIES,2017
220,32,JAWA BARAT,3273,KOTA BANDUNG,ESTRATA,"GRANOLA, TARTLETZ, DRIED FRUIT, CHIPS, COOKIES",2017
221,32,JAWA BARAT,3273,KOTA BANDUNG,SAYAH,"KERIPIK SINGKONG RASA : ASIN, BALADO, ASAM MANIS, KARAMEL, COKLAT",2017
222,32,JAWA BARAT,3273,KOTA BANDUNG,MENIR BUBUHAN,"SEBLAK BACIMAY, SEBLAK CUANKI, SEBLAK CILOK",2017
223,32,JAWA BARAT,3273,KOTA BANDUNG,BAGJA HEMAN,"BUMBU SEBLAK, BUMBU PECEL",2017
224,32,JAWA BARAT,3273,KOTA BANDUNG,KEMBANG JATI,"BERAS SORGUM PLUS, BERAS SORGUM KASEPUHAN, BERAS HITAM PLUS",2017
225,32,JAWA BARAT,3273,KOTA BANDUNG,C. ANDIKA QUINKO,SISTIK,2017
226,32,JAWA BARAT,3273,KOTA BANDUNG,CANAAN WARISAN,"KUE BASAH, BOLU, MARTABAK",2017
227,32,JAWA BARAT,3273,KOTA BANDUNG,SNACK WARISAN,"SISTIK KEJU, SISTIK BAWANG, KACANG GORENG BAWANG",2017
228,32,JAWA BARAT,3273,KOTA BANDUNG,MAMA ATE,"BAWANG GORENG ORIGINAL, BAWANG GORENG PEDAS, BAWANG GORENG TERI, BAWANG
  GORENG TERI PEDAS",2017
229,32,JAWA BARAT,3273,KOTA BANDUNG,TEH KRISTAL ALGA MERAH,"TEH RUMPUT LAUT, WEDANG TELO",2017
230,32,JAWA BARAT,3273,KOTA BANDUNG,GEL HARMONISA MY V,MADU RUMPUT LAUT,2017
231,32,JAWA BARAT,3273,KOTA BANDUNG,AMAYA,BROWNIES KUKUS,2017
232,32,JAWA BARAT,3273,KOTA BANDUNG,UMIUU,"CEKER PEDAS, AYAM UNGKEP, NUGGET AYAM, SOSIS AYAM, SEMPOL AYAM, AYAM
  SAMBAL, AYAM SAUS, SEBLAK CEKER, AYAM KRISPI BUMBU",2017
233,32,JAWA BARAT,3273,KOTA BANDUNG,ALMEERA,"PERMEN JELLY RASA : STRAWBERRY, MELON, LECY, ANGGUR, MANGGA, JERUK",2017
234,32,JAWA BARAT,3273,KOTA BANDUNG,ASSASSIN,"REMPEYEK, OPAK GURILEM",2017
235,32,JAWA BARAT,3273,KOTA BANDUNG,BVJ,BROWNIES SANDWICH ICE CREAM,2017
236,32,JAWA BARAT,3273,KOTA BANDUNG,SARDELLE CHILIPASTE,"SAMBEL TERI, SAMBEL ONCOM, SERUNDENG KACANG TERI",2017
237,32,JAWA BARAT,3273,KOTA BANDUNG,SNACK RASA Z 2,"KACANG BAWANG RASA, CHEESE STICK ABON",2017
238,32,JAWA BARAT,3273,KOTA BANDUNG,LAYYALA,"KUE KERING, BOLA-BOLA SUSU",2017
239,32,JAWA BARAT,3273,KOTA BANDUNG,HASNA TEA,"TEH (HIJAU, PUTIH, HITAM, SENCHA)",2017
240,32,JAWA BARAT,3273,KOTA BANDUNG,ABINA,"MUSTOPA KENTANG RASA : ORIGINAL, PEDAS",2017
241,32,JAWA BARAT,3273,KOTA BANDUNG,MAMAH BANDUNG,"GREENBEAN COFFEE, GREEN COFFEE POWDER, ROASTED COFFEE",2017
242,32,JAWA BARAT,3273,KOTA BANDUNG,TAMBULEUN,"KERIPIK BASRENG, STIK SAYURAN (BROKOLI / SAWIHIJAU / KENTANG / WORTEL)",2017
243,32,JAWA BARAT,3273,KOTA BANDUNG,DÂSUNGKAI,AYAM SUNGKAI,2017
244,32,JAWA BARAT,3273,KOTA BANDUNG,FAMELIN,"BOLU UBI CILEMBU, RASA : ORGINAL, KEJU, ALMOND, COKLAT, OREO",2017
245,32,JAWA BARAT,3273,KOTA BANDUNG,LC,CILOK,2017
246,32,JAWA BARAT,3273,KOTA BANDUNG,JS BASO,"BASO SAPI,Â  ISI : CINCANG, TELUR,
  BERANAK, POLOS",2017
247,32,JAWA BARAT,3273,KOTA BANDUNG,MAEÂS,"BOLU, BROWNIES, PROLL TAPE, PIE",2017
248,32,JAWA BARAT,3273,KOTA BANDUNG,KARENÂS,"CHOC GREEN TEA BAR, CHOC COOKIES BAR, CHOC PEANUT BUTTER PRALINE, CHOC
  STRAWBERRY PRALINE, CHOC GREEN TEA PRALINE, CHOC MINT PRALINE, CHOC GINGER
  PRALINE, CHOC ORANGE PRALINE, CHOC COFFEE PRALINE, HOT CHOCOLATE POPS
  CHOCOLATE, HOT CHOCOLATE POPS GREEN TEA",2017
249,32,JAWA BARAT,3273,KOTA BANDUNG,CIKRUK,"MAKARONI RASA : ORIGINAL, BAWANG DAUN, DAUN JERUK, BALADO",2017
250,32,JAWA BARAT,3273,KOTA BANDUNG,ULIEEQUE,"BOLEN ISI, CHEESE ROLL",2017
251,32,JAWA BARAT,3273,KOTA BANDUNG,ESU WENGI RARA,"REMPEYEK, MUSTOPA (KERINGKENTANG), RICANG (TERI KACANG)",2017
252,32,JAWA BARAT,3273,KOTA BANDUNG,"MACARENA MACARONI, KEBO KORNET","MAKARONI, KERIPIK BOMBAY KORNET",2017
253,32,JAWA BARAT,3273,KOTA BANDUNG,PADADUNG,"KERIPIK PANGSIT RASA : ORIGINAL, PEDAS, KEJU, BBQ, BALADO, PIZZA, RUMPUT
  LAUT",2017
254,32,JAWA BARAT,3273,KOTA BANDUNG,RUPANING RASA,"KERIPIK BASRENG, KERIPIK SINGKONG PEDAS",2017
255,32,JAWA BARAT,3273,KOTA BANDUNG,TIWI SNACK,KERING KENTANG (MUSTOPA),2017
256,32,JAWA BARAT,3273,KOTA BANDUNG,SUNSHINE SILKY PUDING,"PUDING RASA : (COKLAT HAZELNUT, STRAWBERRY, MELON, MANGO, PASSION FRUIT,
  TARO, BUBLE GUM, MATCHA, OGURA, CAPPUCINO, TIRAMISU, CARAMEL, COFFEE
  MATCHIATO, VANILLA)",2017
257,32,JAWA BARAT,3273,KOTA BANDUNG,SARIBHUMI,GREEN COFFEE BEANS,2017
258,32,JAWA BARAT,3273,KOTA BANDUNG,BUNDA BANDENG PRESTO,IKAN BANDENGÂ  PRESTO,2017
259,32,JAWA BARAT,3273,KOTA BANDUNG,NUPITE,"CHEESTICK (KEJU, KORNEDSAPI), SISTIK, STICK RASA : (UBI, SINGKONG,
  PISANG, PENYEUM)",2017
260,32,JAWA BARAT,3273,KOTA BANDUNG,COLENAK ABI,COLENAK,2017
261,32,JAWA BARAT,3273,KOTA BANDUNG,BUNDA BANDENG PRESTO PUTRI,"KALDU BUBUK RASA IKAN BANDENG, SAOS SARI BANDENG, KECAP ASIN RASA IKAN,
  KECAP RASA IKAN",2017
262,32,JAWA BARAT,3273,KOTA BANDUNG,BURIAN SARI,"BOLU, BROWNIES, CAKE",2017
263,32,JAWA BARAT,3273,KOTA BANDUNG,BRAGA,SISTIK,2017
264,32,JAWA BARAT,3273,KOTA BANDUNG,QUANESHA,RENDANG DAGING SAPI,2017
265,32,JAWA BARAT,3273,KOTA BANDUNG,Q-TA 69,"ANGGRI BIRD, DORA EMON, SPONGE BOB, HELLO KITTY, PANDA, KELINCI, PENGUIN,
  BUNGA, MOBIL, BEBEK, BERUANG, BURUNG, SMILE, PETRIK, SMILE PANJANG, HATI
  PANJANG",2017
266,32,JAWA BARAT,3273,KOTA BANDUNG,ORIZ FREID CHICKEN,AYAM GORENG TEPUNG,2017
267,32,JAWA BARAT,3273,KOTA BANDUNG,ALISHA HOME MADE,BOLA-BOLA SUSU,2017
268,32,JAWA BARAT,3273,KOTA BANDUNG,-,"COMRING ORIGINAL, COMRING PEDAS, CISTIK",2017
269,32,JAWA BARAT,3273,KOTA BANDUNG,CHEESECAKE N FRIEND BY ALFIRAÂS KITCHEN,"CHESSECAKE, BROWNIES, TART",2017
270,32,JAWA BARAT,3273,KOTA BANDUNG,CEMPAKA COOKIES,KUE KERING,2017
271,32,JAWA BARAT,3273,KOTA BANDUNG,MANA RASA,ROTI,2017
272,32,JAWA BARAT,3273,KOTA BANDUNG,BEBZ FOOD,"ROTI PIZZA (DOUGH PIZZA), PIZZA",2017
273,32,JAWA BARAT,3273,KOTA BANDUNG,SANGRAI WANGI,"BIJI KOPI, KOPI BUBUK",2017
274,32,JAWA BARAT,3273,KOTA BANDUNG,BANTALK,SALE PISANG GORENG,2017
275,32,JAWA BARAT,3273,KOTA BANDUNG,COOKIESÂQU,KUE KERING,2017
276,32,JAWA BARAT,3273,KOTA BANDUNG,MAYA,"LONTAR PAPUA, COKLAT PRALIN, EGG TART",2017
277,32,JAWA BARAT,3273,KOTA BANDUNG,YUMMYLK,MINUMAN SARI ALMOND,2017
278,32,JAWA BARAT,3273,KOTA BANDUNG,"PURWARASA, DUA PUTRI","DENDENG AYAM MERK PURWARASA, ABON AYAM MERK DUA PUTRI, GEPUK AYAM MERK
  DUA PUTRI",2017
279,32,JAWA BARAT,3273,KOTA BANDUNG,LA FURRY,"ABON AYAM, ABON SAPI",2017
280,32,JAWA BARAT,3273,KOTA BANDUNG,WARISAN MAMA,"BLACK FOREST, RED VELVET, CHEESE CAKE, TIRAMISU, OPERA, CHOCOLATE
  TRUFFLE, TRIPLE CHOCOLATE, PINKY LADY, MOCCA NOUGAT ROLL CAKE, CHEESE ROLL
  CAKE, CHOCO ROLL CAKE, SMOKE BEEF MOZARELA ORIGINAL, SMOKE BEEF MOZARELA
  SPICY, CHICKEN ONCOM MOZARELA SPICY, CHICKEN RAGOUT, BEEF BLACK PAPER, TUNA
  MAYO ORIGINAL, TUNA MAYO SPICY, CHEESE PUFF, BLACK AND WHITE CHEESE, CHOCO
  PEARL CHEESE, NEIMAS (PALM SUIKER, MEDE, CHOCOCHIP), CHOCO BUTTON, COFFEE
  CRISPY CHEESE, KASTENGEL, CHEESE NASTAR, CHEESE ALMOND",2017
281,32,JAWA BARAT,3273,KOTA BANDUNG,ALADAPUR HAPPY,"AYAM KODOK, RENDANG DAGING SAPI, RENDANG DAGING AYAM, DENDENG SAPI
  RAGI",2017
282,32,JAWA BARAT,3273,KOTA BANDUNG,ATIK COOKIES,"KUE BASAH, KUE KERING",2017
283,32,JAWA BARAT,3273,KOTA BANDUNG,REPVBLIK,SIROOP KONSENTRAT JAHE MERAH,2017
284,32,JAWA BARAT,3273,KOTA BANDUNG,KAMONESAN,MAKARONI SKUTEL,2017
285,32,JAWA BARAT,3273,KOTA BANDUNG,MAMIYO,"BROWNIES, EGGTART, CAKE, BOLU KETAN, PISANG NUGGET",2017
286,32,JAWA BARAT,3273,KOTA BANDUNG,BASO TAHU ATIK,BASO TAHU & SIOMAY,2017
287,32,JAWA BARAT,3273,KOTA BANDUNG,SEKAR RANTI,"TEH HERBAL, MINUMAN JAMU",2017
288,32,JAWA BARAT,3273,KOTA BANDUNG,KAZE,KEJU,2017
289,32,JAWA BARAT,3273,KOTA BANDUNG,KOKIPRO,MINUMAN,2017
290,32,JAWA BARAT,3273,KOTA BANDUNG,BU EHAT,"BUMBU KALDU SAPI, BUMBU KALDU AYAM, BUMBU KALDU AYAM KAMPUNG, BUMBU KALDU
  JAMUR",2017
291,32,JAWA BARAT,3273,KOTA BANDUNG,MA ENI,"CILOK, CUANKI",2017
292,32,JAWA BARAT,3273,KOTA BANDUNG,HALTHOY,"BUMBU RUJAK, SAMBAL",2017
293,32,JAWA BARAT,3273,KOTA BANDUNG,GOOD CAUSE,"KUE KERING, BOLU, BROWNIES, RISOLES",2017
294,32,JAWA BARAT,3273,KOTA BANDUNG,GOOD CAUSE,KOPI BUBUK,2017
295,32,JAWA BARAT,3273,KOTA BANDUNG,IMDY COOKIES,"KUE KERING, PIE",2017
296,32,JAWA BARAT,3273,KOTA BANDUNG,JOYLINDO,TELOR GABUS,2017
297,32,JAWA BARAT,3273,KOTA BANDUNG,CEU MERRY,YOGHURT,2017
298,32,JAWA BARAT,3273,KOTA BANDUNG,MILLENIA,"ROTI, CROISSANT, CAKE, COOKIES",2017
299,32,JAWA BARAT,3273,KOTA BANDUNG,MAMA SWAN RECIPE,"ROTI, BOLU KERING, OMBEKUK, SOES KERING, LAPIS MALANG, BOLU GULUNG, LAPIS
  LEGIT, BAGELEN MANIS, BAGELEN ASIN, BOLU KETAN",2017
300,32,JAWA BARAT,3273,KOTA BANDUNG,MAHKOTA,IKAN ASIN,2017
301,32,JAWA BARAT,3273,KOTA BANDUNG,ULEN AMBU,ULEN,2018
302,32,JAWA BARAT,3273,KOTA BANDUNG,BROWNIS ENAK BANGET,MAKANAN,2018
303,32,JAWA BARAT,3273,KOTA BANDUNG,PAPARISA,IKAN OLAHAN,2018
304,32,JAWA BARAT,3273,KOTA BANDUNG,PUN BOJO,KUE KERING,2018
305,32,JAWA BARAT,3273,KOTA BANDUNG,PEKMPEK TURBO,PEKMPEK,2018
306,32,JAWA BARAT,3273,KOTA BANDUNG,IBRA CATRING,PEYE 3 SAUDARA,2018
307,32,JAWA BARAT,3273,KOTA BANDUNG,NOVIKASARI,KUE BASAH DAN KERING,2018
308,32,JAWA BARAT,3273,KOTA BANDUNG,RIESTAÂ  FOOD,NUGGET SAYURAN AYAM,2018
309,32,JAWA BARAT,3273,KOTA BANDUNG,SIMARCO,"KERIPIK, KERUPUK, MAKARONI, DLL",2018
310,32,JAWA BARAT,3273,KOTA BANDUNG,CAFFE PATH,KOPI,2018
311,32,JAWA BARAT,3273,KOTA BANDUNG,KERUPUK TAHU,KERUPUK TAHU,2018
312,32,JAWA BARAT,3273,KOTA BANDUNG,RAINBOW QUEEN,KUE BASAH DLL,2018
313,32,JAWA BARAT,3273,KOTA BANDUNG,PIMAZA,SELAI PISANG,2018
314,32,JAWA BARAT,3273,KOTA BANDUNG,REGAR FRUIT,SELAI,2018
315,32,JAWA BARAT,3273,KOTA BANDUNG,MOJANG BELWUH,"BASO, SIOMAY, RENDANG",2018
316,32,JAWA BARAT,3273,KOTA BANDUNG,ELEN SNACK,KUE KERING,2018
317,32,JAWA BARAT,3273,KOTA BANDUNG,NUKAMI /DAPUR KREASHE,"KUE KERING, KUE BASAH DLL",2018
318,32,JAWA BARAT,3273,KOTA BANDUNG,MOUTEA,MINUMAN THAI TEA,2018
319,32,JAWA BARAT,3273,KOTA BANDUNG,NIMUT'S,MUSTOFA,2018
320,32,JAWA BARAT,3273,KOTA BANDUNG,CV.ASCA MITRA KENCANA JUZZE,JUZZ,2018
321,32,JAWA BARAT,3273,KOTA BANDUNG,SARWA SEDEP,KERIPIK PISANG,2018
322,32,JAWA BARAT,3273,KOTA BANDUNG,RAOZAN,MAKANAN,2018
323,32,JAWA BARAT,3273,KOTA BANDUNG,MEL'Z,PANGSIT,2018
324,32,JAWA BARAT,3273,KOTA BANDUNG,BOHEIM,MAKANAN,2018
325,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI BAKSO GOYANG LIDAH,BAKSO&ICE CREM,2018
326,32,JAWA BARAT,3273,KOTA BANDUNG,CITA RASA BOLEN & BAKERY,PISANG BOLEN DLL,2018
327,32,JAWA BARAT,3273,KOTA BANDUNG,WNL,KUE KERING,2018
328,32,JAWA BARAT,3273,KOTA BANDUNG,CHATIBAN,"CUANKI INSTAN, SEBLAK INSTAN, BATAGOR INSTAN",2018
329,32,JAWA BARAT,3273,KOTA BANDUNG,LA F9 HOME MADE,KUE KERING,2018
330,32,JAWA BARAT,3273,KOTA BANDUNG,GVJ-59,-,2018
331,32,JAWA BARAT,3273,KOTA BANDUNG,ANE CAKE & COOKIES,CAKE & SNACK (KUE BASAH),2018
332,32,JAWA BARAT,3273,KOTA BANDUNG,NADEC,"YOGHURT, KEFIR",2018
333,32,JAWA BARAT,3273,KOTA BANDUNG,SEBLAK MELENDOY,KULINER,2018
334,32,JAWA BARAT,3273,KOTA BANDUNG,-,SUMPIAH,2018
335,32,JAWA BARAT,3273,KOTA BANDUNG,ARSY FOOD,KULINER/SOTO INSTAN,2018
336,32,JAWA BARAT,3273,KOTA BANDUNG,-,KUE BASAH,2018
337,32,JAWA BARAT,3273,KOTA BANDUNG,NEE-DE'RANGU,"RANGGINANG PETIS, REMPEYEK",2018
338,32,JAWA BARAT,3273,KOTA BANDUNG,UD. LESTARI,BAWANG GORENG,2018
339,32,JAWA BARAT,3273,KOTA BANDUNG,CITRA SARI,KUE KERING,2018
340,32,JAWA BARAT,3273,KOTA BANDUNG,AA COOKIES,"CAKE, KUE KERING, KUE BASAH",2018
341,32,JAWA BARAT,3273,KOTA BANDUNG,DE'MARTOS,ABON RENDANG,2018
342,32,JAWA BARAT,3273,KOTA BANDUNG,MAHADEA FOOD,MAKANAN/CIRENG KATSU,2018
343,32,JAWA BARAT,3273,KOTA BANDUNG,BANDENG LIWET LOSARI HJ ENI,IKAN,2018
344,32,JAWA BARAT,3273,KOTA BANDUNG,"""DOSDANDEL""",SAMBEL,2018
345,32,JAWA BARAT,3273,KOTA BANDUNG,DENDENG THE MAMIH,OLAHAN DAGING ( DENDENG ),2018
346,32,JAWA BARAT,3273,KOTA BANDUNG,COLENAK MURDI,COLENAK,2018
347,32,JAWA BARAT,3273,KOTA BANDUNG,I - BITE,PASTRY DAN ROTI,2018
348,32,JAWA BARAT,3273,KOTA BANDUNG,FROSTY BIQ,ES YOUGHURT,2018
349,32,JAWA BARAT,3273,KOTA BANDUNG,LUADA,SAMBAL DLL,2018
350,32,JAWA BARAT,3273,KOTA BANDUNG,KICIMIN,KERIPIK,2018
351,32,JAWA BARAT,3273,KOTA BANDUNG,JENG ROS,SAMBEL GORENG,2018
352,32,JAWA BARAT,3273,KOTA BANDUNG,DAPUR MACHIE,GEPUK JUJUT,2018
353,32,JAWA BARAT,3273,KOTA BANDUNG,CAU BANANA CHIP,KRIPIK PISANG,2018
354,32,JAWA BARAT,3273,KOTA BANDUNG,SI NGEREKES,"KRIPIK PANGSIT,ROTI",2018
355,32,JAWA BARAT,3273,KOTA BANDUNG,PAPIRUS,"SIOMAY, COOKIES, TUMPENG",2018
356,32,JAWA BARAT,3273,KOTA BANDUNG,OWL,OLAHAN SUSU / YOGURT,2018
357,32,JAWA BARAT,3273,KOTA BANDUNG,RENDANG UNI RIA,RENDANG,2018
358,32,JAWA BARAT,3273,KOTA BANDUNG,MPEK-MPEK BOYAS,MAKANAN PEMPEK,2018
359,32,JAWA BARAT,3273,KOTA BANDUNG,ALISHA HOME-MADE,BOLA BOLA SUSU,2018
360,32,JAWA BARAT,3273,KOTA BANDUNG,KOKIPRO,PREMIK TEPUNG PISANG,2018
361,32,JAWA BARAT,3273,KOTA BANDUNG,LAKSITA,SOP DUREN,2018
362,32,JAWA BARAT,3273,KOTA BANDUNG,RANTANG MANDE,RENDANG,2018
363,32,JAWA BARAT,3273,KOTA BANDUNG,KINIMA,KUE,2018
364,32,JAWA BARAT,3273,KOTA BANDUNG,"CV, MITRA SAWARGI INVESTAMA",BATAGOR,2018
365,32,JAWA BARAT,3273,KOTA BANDUNG,MBAH WAJI,KERIPIK BASRENG,2018
366,32,JAWA BARAT,3273,KOTA BANDUNG,OPAK SANGKURIANG,OPAK SINGKONG,2018
367,32,JAWA BARAT,3273,KOTA BANDUNG,KAMEUMEUT SISTIK,KUE KERING,2018
368,32,JAWA BARAT,3273,KOTA BANDUNG,COKO GROUP,MINUMAN COKELAT ECERAN,2018
369,32,JAWA BARAT,3273,KOTA BANDUNG,BOLKER DINADINE,BOLU KERING,2018
370,32,JAWA BARAT,3273,KOTA BANDUNG,"""MY YOUGURT""",YOGHURT,2018
371,32,JAWA BARAT,3273,KOTA BANDUNG,NUABDI,YOGHURT,2018
372,32,JAWA BARAT,3273,KOTA BANDUNG,DY'S,KEBAB,2018
373,32,JAWA BARAT,3273,KOTA BANDUNG,BUNDEE.KITCHEN,MAMIN,2018
374,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GEPUK JUARA,AYAM GORENG,2018
375,32,JAWA BARAT,3273,KOTA BANDUNG,YANI'S FOOD,ROLADE,2018
376,32,JAWA BARAT,3273,KOTA BANDUNG,KAMPOENG ROTI,ROTI,2018
377,32,JAWA BARAT,3273,KOTA BANDUNG,PICK ME,KRIPIK SINGKONG,2018
378,32,JAWA BARAT,3273,KOTA BANDUNG,PD.SAWARGI,ROTI & BAKERY,2018
379,32,JAWA BARAT,3273,KOTA BANDUNG,RISOLES IBU,RISOLES,2018
380,32,JAWA BARAT,3273,KOTA BANDUNG,MISS MARLENETJIE,KOPI,2018
381,32,JAWA BARAT,3273,KOTA BANDUNG,ABROGIO PATISSERIE,KUE KERING & ROTI,2018
382,32,JAWA BARAT,3273,KOTA BANDUNG,-,SURABI DAN KERIPIK SURABI,2018
383,32,JAWA BARAT,3273,KOTA BANDUNG,MA'DONNUT,"DONAT,ROTI&ANEKA KUE",2018
384,32,JAWA BARAT,3273,KOTA BANDUNG,LESEHAN REBORN,SEBLAK INSTAN,2018
385,32,JAWA BARAT,3273,KOTA BANDUNG,NENEK COOKIES,KUE KERING,2018
386,32,JAWA BARAT,3273,KOTA BANDUNG,DAPOER AISYAH,"KUE KERING, LASAGNA, AYAM KODOK DLL",2018
387,32,JAWA BARAT,3273,KOTA BANDUNG,-,ROTI DLL,2018
388,32,JAWA BARAT,3273,KOTA BANDUNG,ZAMAY,EGGROLL,2018
389,32,JAWA BARAT,3273,KOTA BANDUNG,KANAMA,ABON/SERUNDENG,2018
390,32,JAWA BARAT,3273,KOTA BANDUNG,CANGKALENG,MANISAN,2018
391,32,JAWA BARAT,3273,KOTA BANDUNG,CILOK BAPRI,CILOK,2018
392,32,JAWA BARAT,3273,KOTA BANDUNG,ARFAH SNACK,"BASRENG, SUMPIA",2018
393,32,JAWA BARAT,3273,KOTA BANDUNG,ALA N'DEN2,DENDENG SAPI,2018
394,32,JAWA BARAT,3273,KOTA BANDUNG,BOLEN UNYIL,BOLEN,2018
395,32,JAWA BARAT,3273,KOTA BANDUNG,EPHAY-PON BAKERY,"DONAT,ROTI&ANEKA KUE",2018
396,32,JAWA BARAT,3273,KOTA BANDUNG,HD KERUPUK JENGKOL,KERUOUK,2018
397,32,JAWA BARAT,3273,KOTA BANDUNG,DIVANO SNACK / YOMACHE,SNACK,2018
398,32,JAWA BARAT,3273,KOTA BANDUNG,DEOLIN,COKLAT,2018
399,32,JAWA BARAT,3273,KOTA BANDUNG,KICK,SUSU + THE,2018
400,32,JAWA BARAT,3273,KOTA BANDUNG,ERNI KASRENG,OLAHAN AYAM (AYAM KODOK),2018
401,32,JAWA BARAT,3273,KOTA BANDUNG,C-MEONG,AYAM BAKAR MADU,2018
402,32,JAWA BARAT,3273,KOTA BANDUNG,GEMARI PUSPITA,KUE KERING,2018
403,32,JAWA BARAT,3273,KOTA BANDUNG,NDA,"KUE BASAH, KUE KERING",2018
404,32,JAWA BARAT,3273,KOTA BANDUNG,RAGAWANGI,BASO TAHU SIOMAY,2018
405,32,JAWA BARAT,3273,KOTA BANDUNG,EBI CHILI,SAMBER GORENG,2018
406,32,JAWA BARAT,3273,KOTA BANDUNG,LA TAMBOE,MAKANAN,2018
407,32,JAWA BARAT,3273,KOTA BANDUNG,CV. PRANATA GUMIANG,KOSMETIK,2018
408,32,JAWA BARAT,3273,KOTA BANDUNG,CV.ELYAN KARYA,MINUMAN COKLAT,2018
409,32,JAWA BARAT,3273,KOTA BANDUNG,BOGANA COOKIES,KUE KERING,2018
410,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,MINUMAN,2018
