id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
1329,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,INDUSTRI,5,UNIT,2022
1330,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA,1,UNIT,2022
1331,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,0,UNIT,2022
1332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,1,UNIT,2022
1333,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,111,UNIT,2022
1334,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,17,UNIT,2022
1335,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,OBAT-OBATAN,0,UNIT,2022
1336,32,JAWA BARAT,3209,KABUPATEN CIREBON,AGRIBISNIS,1,UNIT,2022
1337,32,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,0,UNIT,2022
1338,32,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,0,UNIT,2022
1339,32,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,0,UNIT,2022
1340,32,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,17,UNIT,2022
1341,32,JAWA BARAT,3209,KABUPATEN CIREBON,DEKORASI,0,UNIT,2022
1342,32,JAWA BARAT,3209,KABUPATEN CIREBON,MEBEL,2,UNIT,2022
1343,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,25,UNIT,2022
1344,32,JAWA BARAT,3209,KABUPATEN CIREBON,INDUSTRI,10,UNIT,2022
1345,32,JAWA BARAT,3209,KABUPATEN CIREBON,JASA,4,UNIT,2022
1346,32,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,0,UNIT,2022
1347,32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,2,UNIT,2022
1348,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,78,UNIT,2022
1349,32,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,16,UNIT,2022
1350,32,JAWA BARAT,3209,KABUPATEN CIREBON,OBAT-OBATAN,1,UNIT,2022
1351,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AGRIBISNIS,2,UNIT,2022
1352,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,0,UNIT,2022
1353,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BATIK,0,UNIT,2022
1354,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BORDIR,0,UNIT,2022
1355,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CRAFT,15,UNIT,2022
1356,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DEKORASI,0,UNIT,2022
1357,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MEBEL,0,UNIT,2022
1358,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,11,UNIT,2022
1359,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,INDUSTRI,3,UNIT,2022
1360,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA,5,UNIT,2022
1361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONVEKSI,0,UNIT,2022
1362,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,5,UNIT,2022
1363,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,98,UNIT,2022
1364,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,12,UNIT,2022
1365,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,OBAT-OBATAN,1,UNIT,2022
1366,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AGRIBISNIS,3,UNIT,2022
1367,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,0,UNIT,2022
1368,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BATIK,0,UNIT,2022
1369,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BORDIR,0,UNIT,2022
1370,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CRAFT,9,UNIT,2022
1371,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DEKORASI,0,UNIT,2022
1372,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MEBEL,1,UNIT,2022
1373,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,17,UNIT,2022
1374,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,4,UNIT,2022
1375,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA,4,UNIT,2022
1376,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONVEKSI,0,UNIT,2022
1377,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,2,UNIT,2022
1378,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,99,UNIT,2022
1379,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,11,UNIT,2022
1380,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,OBAT-OBATAN,1,UNIT,2022
1381,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AGRIBISNIS,0,UNIT,2022
1382,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,0,UNIT,2022
1383,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BATIK,0,UNIT,2022
1384,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BORDIR,0,UNIT,2022
1385,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CRAFT,27,UNIT,2022
1386,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DEKORASI,0,UNIT,2022
1387,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MEBEL,0,UNIT,2022
1388,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,4,UNIT,2022
1389,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,INDUSTRI,2,UNIT,2022
1390,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA,3,UNIT,2022
1391,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONVEKSI,0,UNIT,2022
1392,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,5,UNIT,2022
1393,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,77,UNIT,2022
1394,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,13,UNIT,2022
1395,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,OBAT-OBATAN,0,UNIT,2022
1396,32,JAWA BARAT,3213,KABUPATEN SUBANG,AGRIBISNIS,0,UNIT,2022
1397,32,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,0,UNIT,2022
1398,32,JAWA BARAT,3213,KABUPATEN SUBANG,BATIK,0,UNIT,2022
1399,32,JAWA BARAT,3213,KABUPATEN SUBANG,BORDIR,0,UNIT,2022
1400,32,JAWA BARAT,3213,KABUPATEN SUBANG,CRAFT,17,UNIT,2022
1401,32,JAWA BARAT,3213,KABUPATEN SUBANG,DEKORASI,0,UNIT,2022
1402,32,JAWA BARAT,3213,KABUPATEN SUBANG,MEBEL,0,UNIT,2022
1403,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,7,UNIT,2022
1404,32,JAWA BARAT,3213,KABUPATEN SUBANG,INDUSTRI,1,UNIT,2022
1405,32,JAWA BARAT,3213,KABUPATEN SUBANG,JASA,0,UNIT,2022
1406,32,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,2,UNIT,2022
1407,32,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,3,UNIT,2022
1408,32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,96,UNIT,2022
1409,32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,10,UNIT,2022
1410,32,JAWA BARAT,3213,KABUPATEN SUBANG,OBAT-OBATAN,2,UNIT,2022
1411,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AGRIBISNIS,1,UNIT,2022
1412,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,0,UNIT,2022
1413,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,0,UNIT,2022
1414,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,0,UNIT,2022
1415,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,8,UNIT,2022
1416,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DEKORASI,0,UNIT,2022
1417,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MEBEL,0,UNIT,2022
1418,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,8,UNIT,2022
1419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,INDUSTRI,3,UNIT,2022
1420,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,13,UNIT,2022
1421,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,0,UNIT,2022
1422,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,10,UNIT,2022
1423,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,62,UNIT,2022
1424,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,7,UNIT,2022
1425,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,0,UNIT,2022
1426,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,2,UNIT,2022
1427,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,0,UNIT,2022
1428,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,0,UNIT,2022
1429,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,0,UNIT,2022
1430,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,6,UNIT,2022
1431,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DEKORASI,0,UNIT,2022
1432,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MEBEL,2,UNIT,2022
1433,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,7,UNIT,2022
1434,32,JAWA BARAT,3215,KABUPATEN KARAWANG,INDUSTRI,2,UNIT,2022
1435,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA,5,UNIT,2022
1436,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,0,UNIT,2022
1437,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,17,UNIT,2022
1438,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,92,UNIT,2022
1439,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,18,UNIT,2022
1440,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,1,UNIT,2022
1441,32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,3,UNIT,2022
1442,32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,0,UNIT,2022
1443,32,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,0,UNIT,2022
1444,32,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,0,UNIT,2022
1445,32,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,16,UNIT,2022
1446,32,JAWA BARAT,3216,KABUPATEN BEKASI,DEKORASI,0,UNIT,2022
1447,32,JAWA BARAT,3216,KABUPATEN BEKASI,MEBEL,1,UNIT,2022
1448,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,18,UNIT,2022
1449,32,JAWA BARAT,3216,KABUPATEN BEKASI,INDUSTRI,3,UNIT,2022
1450,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA,4,UNIT,2022
1451,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,0,UNIT,2022
1452,32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,8,UNIT,2022
1453,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,88,UNIT,2022
1454,32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,15,UNIT,2022
1455,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,0,UNIT,2022
1456,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AGRIBISNIS,2,UNIT,2022
1457,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,0,UNIT,2022
1458,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,0,UNIT,2022
1459,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,0,UNIT,2022
1460,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,14,UNIT,2022
1461,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEKORASI,0,UNIT,2022
1462,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MEBEL,0,UNIT,2022
1463,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,20,UNIT,2022
1464,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,2,UNIT,2022
1465,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,11,UNIT,2022
1466,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,0,UNIT,2022
1467,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,5,UNIT,2022
1468,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,92,UNIT,2022
1469,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,11,UNIT,2022
1470,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,OBAT-OBATAN,0,UNIT,2022
1471,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,2,UNIT,2022
1472,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,0,UNIT,2022
1473,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,0,UNIT,2022
1474,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,0,UNIT,2022
1475,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,15,UNIT,2022
1476,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEKORASI,0,UNIT,2022
1477,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MEBEL,1,UNIT,2022
1478,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,10,UNIT,2022
1479,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,5,UNIT,2022
1480,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,3,UNIT,2022
1481,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,1,UNIT,2022
1482,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,11,UNIT,2022
1483,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,74,UNIT,2022
1484,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,7,UNIT,2022
1485,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,2,UNIT,2022
1486,32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,4,UNIT,2022
1487,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0,UNIT,2022
1488,32,JAWA BARAT,3271,KOTA BOGOR,BATIK,0,UNIT,2022
1489,32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0,UNIT,2022
1490,32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,8,UNIT,2022
1491,32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,0,UNIT,2022
1492,32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,0,UNIT,2022
1493,32,JAWA BARAT,3271,KOTA BOGOR,FASHION,18,UNIT,2022
1494,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,2,UNIT,2022
1495,32,JAWA BARAT,3271,KOTA BOGOR,JASA,14,UNIT,2022
1496,32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,1,UNIT,2022
1497,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,12,UNIT,2022
1498,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,66,UNIT,2022
1499,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,8,UNIT,2022
1500,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0,UNIT,2022
1501,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,3,UNIT,2022
1502,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,0,UNIT,2022
1503,32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0,UNIT,2022
1504,32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0,UNIT,2022
1505,32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,7,UNIT,2022
1506,32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,0,UNIT,2022
1507,32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,1,UNIT,2022
1508,32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,9,UNIT,2022
1509,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,1,UNIT,2022
1510,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,6,UNIT,2022
1511,32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,0,UNIT,2022
1512,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,3,UNIT,2022
1513,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,83,UNIT,2022
1514,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,5,UNIT,2022
1515,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0,UNIT,2022
1516,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,1,UNIT,2022
1517,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,0,UNIT,2022
1518,32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,0,UNIT,2022
1519,32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0,UNIT,2022
1520,32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,21,UNIT,2022
1521,32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,0,UNIT,2022
1522,32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,0,UNIT,2022
1523,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,25,UNIT,2022
1524,32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,1,UNIT,2022
1525,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,0,UNIT,2022
1526,32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,0,UNIT,2022
1527,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,77,UNIT,2022
1528,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,16,UNIT,2022
1529,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,3,UNIT,2022
1530,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,0,UNIT,2022
1531,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,2,UNIT,2022
1532,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,0,UNIT,2022
1533,32,JAWA BARAT,3274,KOTA CIREBON,BATIK,0,UNIT,2022
1534,32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0,UNIT,2022
1535,32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,12,UNIT,2022
1536,32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,0,UNIT,2022
1537,32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,0,UNIT,2022
1538,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,11,UNIT,2022
1539,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,0,UNIT,2022
1540,32,JAWA BARAT,3274,KOTA CIREBON,JASA,2,UNIT,2022
1541,32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,0,UNIT,2022
1542,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,0,UNIT,2022
1543,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,66,UNIT,2022
1544,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,7,UNIT,2022
1545,32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,0,UNIT,2022
1546,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,3,UNIT,2022
1547,32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,0,UNIT,2022
1548,32,JAWA BARAT,3275,KOTA BEKASI,BATIK,0,UNIT,2022
1549,32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0,UNIT,2022
1550,32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,9,UNIT,2022
1551,32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,0,UNIT,2022
1552,32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,0,UNIT,2022
1553,32,JAWA BARAT,3275,KOTA BEKASI,FASHION,15,UNIT,2022
1554,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,6,UNIT,2022
1555,32,JAWA BARAT,3275,KOTA BEKASI,JASA,11,UNIT,2022
1556,32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,0,UNIT,2022
1557,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,11,UNIT,2022
1558,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,45,UNIT,2022
1559,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,9,UNIT,2022
1560,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0,UNIT,2022
1561,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0,UNIT,2022
1562,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0,UNIT,2022
1563,32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0,UNIT,2022
1564,32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0,UNIT,2022
1565,32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,7,UNIT,2022
1566,32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,0,UNIT,2022
1567,32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,0,UNIT,2022
1568,32,JAWA BARAT,3276,KOTA DEPOK,FASHION,4,UNIT,2022
1569,32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,2,UNIT,2022
1570,32,JAWA BARAT,3276,KOTA DEPOK,JASA,4,UNIT,2022
1571,32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0,UNIT,2022
1572,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,72,UNIT,2022
1573,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,15,UNIT,2022
1574,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,4,UNIT,2022
1575,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0,UNIT,2022
1576,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0,UNIT,2022
1577,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0,UNIT,2022
1578,32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0,UNIT,2022
1579,32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0,UNIT,2022
1580,32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,8,UNIT,2022
1581,32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,0,UNIT,2022
1582,32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,0,UNIT,2022
1583,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,19,UNIT,2022
1584,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,0,UNIT,2022
1585,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,7,UNIT,2022
1586,32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,1,UNIT,2022
1587,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,28,UNIT,2022
1588,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,68,UNIT,2022
1589,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,2,UNIT,2022
1590,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,0,UNIT,2022
1591,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,0,UNIT,2022
1592,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0,UNIT,2022
1593,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,0,UNIT,2022
1594,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0,UNIT,2022
1595,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,14,UNIT,2022
1596,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,0,UNIT,2022
1597,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,0,UNIT,2022
1598,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,41,UNIT,2022
1599,32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,2,UNIT,2022
1600,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,1,UNIT,2022
1601,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,0,UNIT,2022
1602,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,0,UNIT,2022
1603,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,65,UNIT,2022
1604,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,9,UNIT,2022
1605,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,0,UNIT,2022
1606,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,0,UNIT,2022
1607,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0,UNIT,2022
1608,32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0,UNIT,2022
1609,32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,0,UNIT,2022
1610,32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,11,UNIT,2022
1611,32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,0,UNIT,2022
1612,32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,0,UNIT,2022
1613,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,15,UNIT,2022
1614,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,0,UNIT,2022
1615,32,JAWA BARAT,3279,KOTA BANJAR,JASA,19,UNIT,2022
1616,32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1,UNIT,2022
1617,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,0,UNIT,2022
1618,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,63,UNIT,2022
1619,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,24,UNIT,2022
1620,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,0,UNIT,2022
1621,32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,0,UNIT,2023
1622,32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,11,UNIT,2023
1623,32,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,22,UNIT,2023
1624,32,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,3,UNIT,2023
