id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
1032,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,3,UNIT,2021
1033,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,106,UNIT,2021
1034,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,12,UNIT,2021
1035,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,0,UNIT,2021
1036,32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,2,UNIT,2021
1037,32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,1,UNIT,2021
1038,32,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,3,UNIT,2021
1039,32,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,0,UNIT,2021
1040,32,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,11,UNIT,2021
1041,32,JAWA BARAT,3216,KABUPATEN BEKASI,DEKORASI,0,UNIT,2021
1042,32,JAWA BARAT,3216,KABUPATEN BEKASI,MEBEL,0,UNIT,2021
1043,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,7,UNIT,2021
1044,32,JAWA BARAT,3216,KABUPATEN BEKASI,INDUSTRI,0,UNIT,2021
1045,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA,0,UNIT,2021
1046,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,0,UNIT,2021
1047,32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,22,UNIT,2021
1048,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,91,UNIT,2021
1049,32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,7,UNIT,2021
1050,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,0,UNIT,2021
1051,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AGRIBISNIS,4,UNIT,2021
1052,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,0,UNIT,2021
1053,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,0,UNIT,2021
1054,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,0,UNIT,2021
1055,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,16,UNIT,2021
1056,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEKORASI,0,UNIT,2021
1057,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MEBEL,0,UNIT,2021
1058,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,27,UNIT,2021
1059,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,1,UNIT,2021
1060,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,10,UNIT,2021
1061,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,0,UNIT,2021
1062,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,22,UNIT,2021
1063,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,53,UNIT,2021
1064,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,11,UNIT,2021
1065,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,OBAT-OBATAN,0,UNIT,2021
1066,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,0,UNIT,2021
1067,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,0,UNIT,2021
1068,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,6,UNIT,2021
1069,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,0,UNIT,2021
1070,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,10,UNIT,2021
1071,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEKORASI,0,UNIT,2021
1072,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MEBEL,0,UNIT,2021
1073,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,12,UNIT,2021
1074,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,0,UNIT,2021
1075,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,1,UNIT,2021
1076,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,0,UNIT,2021
1077,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,19,UNIT,2021
1078,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,50,UNIT,2021
1079,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,22,UNIT,2021
1080,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,0,UNIT,2021
1081,32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,1,UNIT,2021
1082,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0,UNIT,2021
1083,32,JAWA BARAT,3271,KOTA BOGOR,BATIK,0,UNIT,2021
1084,32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0,UNIT,2021
1085,32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,5,UNIT,2021
1086,32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,0,UNIT,2021
1087,32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,0,UNIT,2021
1088,32,JAWA BARAT,3271,KOTA BOGOR,FASHION,7,UNIT,2021
1089,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,2,UNIT,2021
1090,32,JAWA BARAT,3271,KOTA BOGOR,JASA,3,UNIT,2021
1091,32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,0,UNIT,2021
1092,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,50,UNIT,2021
1093,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,50,UNIT,2021
1094,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,2,UNIT,2021
1095,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0,UNIT,2021
1096,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,2,UNIT,2021
1097,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,0,UNIT,2021
1098,32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0,UNIT,2021
1099,32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0,UNIT,2021
1100,32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,13,UNIT,2021
1101,32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,0,UNIT,2021
1102,32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,0,UNIT,2021
1103,32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,6,UNIT,2021
1104,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,2,UNIT,2021
1105,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,1,UNIT,2021
1106,32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,0,UNIT,2021
1107,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,43,UNIT,2021
1108,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,50,UNIT,2021
1109,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,3,UNIT,2021
1110,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0,UNIT,2021
1111,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,0,UNIT,2021
1112,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1,UNIT,2021
1113,32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,2,UNIT,2021
1114,32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0,UNIT,2021
1115,32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,15,UNIT,2021
1116,32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,0,UNIT,2021
1117,32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,0,UNIT,2021
1118,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,40,UNIT,2021
1119,32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,2,UNIT,2021
1120,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,8,UNIT,2021
1121,32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,0,UNIT,2021
1122,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,56,UNIT,2021
1123,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,17,UNIT,2021
1124,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,4,UNIT,2021
1125,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,0,UNIT,2021
1126,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,1,UNIT,2021
1127,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,1,UNIT,2021
1128,32,JAWA BARAT,3274,KOTA CIREBON,BATIK,5,UNIT,2021
1129,32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0,UNIT,2021
1130,32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,14,UNIT,2021
1131,32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,0,UNIT,2021
1132,32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,0,UNIT,2021
1133,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,8,UNIT,2021
1134,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,1,UNIT,2021
1135,32,JAWA BARAT,3274,KOTA CIREBON,JASA,1,UNIT,2021
1136,32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,0,UNIT,2021
1137,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,0,UNIT,2021
1138,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,77,UNIT,2021
1139,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,12,UNIT,2021
1140,32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,0,UNIT,2021
1141,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,2,UNIT,2021
1142,32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,1,UNIT,2021
1143,32,JAWA BARAT,3275,KOTA BEKASI,BATIK,3,UNIT,2021
1144,32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0,UNIT,2021
1145,32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,13,UNIT,2021
1146,32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,0,UNIT,2021
1147,32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,0,UNIT,2021
1148,32,JAWA BARAT,3275,KOTA BEKASI,FASHION,16,UNIT,2021
1149,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,2,UNIT,2021
1150,32,JAWA BARAT,3275,KOTA BEKASI,JASA,6,UNIT,2021
1151,32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,0,UNIT,2021
1152,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,8,UNIT,2021
1153,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,56,UNIT,2021
1154,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,13,UNIT,2021
1155,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0,UNIT,2021
1156,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0,UNIT,2021
1157,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0,UNIT,2021
1158,32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0,UNIT,2021
1159,32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0,UNIT,2021
1160,32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,4,UNIT,2021
1161,32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,0,UNIT,2021
1162,32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,0,UNIT,2021
1163,32,JAWA BARAT,3276,KOTA DEPOK,FASHION,4,UNIT,2021
1164,32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,1,UNIT,2021
1165,32,JAWA BARAT,3276,KOTA DEPOK,JASA,0,UNIT,2021
1166,32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0,UNIT,2021
1167,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,24,UNIT,2021
1168,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,76,UNIT,2021
1169,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,11,UNIT,2021
1170,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0,UNIT,2021
1171,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0,UNIT,2021
1172,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0,UNIT,2021
1173,32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0,UNIT,2021
1174,32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0,UNIT,2021
1175,32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,10,UNIT,2021
1176,32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,0,UNIT,2021
1177,32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,0,UNIT,2021
1178,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,20,UNIT,2021
1179,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,9,UNIT,2021
1180,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,4,UNIT,2021
1181,32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,0,UNIT,2021
1182,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,41,UNIT,2021
1183,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,34,UNIT,2021
1184,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,2,UNIT,2021
1185,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,0,UNIT,2021
1186,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,2,UNIT,2021
1187,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0,UNIT,2021
1188,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,3,UNIT,2021
1189,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0,UNIT,2021
1190,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,15,UNIT,2021
1191,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,0,UNIT,2021
1192,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,0,UNIT,2021
1193,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,34,UNIT,2021
1194,32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,1,UNIT,2021
1195,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,1,UNIT,2021
1196,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,0,UNIT,2021
1197,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,1,UNIT,2021
1198,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,55,UNIT,2021
1199,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,8,UNIT,2021
1200,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,0,UNIT,2021
1201,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,1,UNIT,2021
1202,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0,UNIT,2021
1203,32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0,UNIT,2021
1204,32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,0,UNIT,2021
1205,32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,9,UNIT,2021
1206,32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,2,UNIT,2021
1207,32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,3,UNIT,2021
1208,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,9,UNIT,2021
1209,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,5,UNIT,2021
1210,32,JAWA BARAT,3279,KOTA BANJAR,JASA,9,UNIT,2021
1211,32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,0,UNIT,2021
1212,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,4,UNIT,2021
1213,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,64,UNIT,2021
1214,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,14,UNIT,2021
1215,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,0,UNIT,2021
1216,32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,4,UNIT,2022
1217,32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,0,UNIT,2022
1218,32,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,22,UNIT,2022
1219,32,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,3,UNIT,2022
1220,32,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,7,UNIT,2022
1221,32,JAWA BARAT,3201,KABUPATEN BOGOR,DEKORASI,0,UNIT,2022
1222,32,JAWA BARAT,3201,KABUPATEN BOGOR,MEBEL,1,UNIT,2022
1223,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,19,UNIT,2022
1224,32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,5,UNIT,2022
1225,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA,1,UNIT,2022
1226,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,0,UNIT,2022
1227,32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,10,UNIT,2022
1228,32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,98,UNIT,2022
1229,32,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,9,UNIT,2022
1230,32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,0,UNIT,2022
1231,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,3,UNIT,2022
1232,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,0,UNIT,2022
1233,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,0,UNIT,2022
1234,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,0,UNIT,2022
1235,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,18,UNIT,2022
1236,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DEKORASI,0,UNIT,2022
1237,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MEBEL,2,UNIT,2022
1238,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,7,UNIT,2022
1239,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,3,UNIT,2022
1240,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA,1,UNIT,2022
1241,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,1,UNIT,2022
1242,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,12,UNIT,2022
1243,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,93,UNIT,2022
1244,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,9,UNIT,2022
1245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,0,UNIT,2022
1246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,7,UNIT,2022
1247,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,0,UNIT,2022
1248,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,0,UNIT,2022
1249,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,0,UNIT,2022
1250,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,10,UNIT,2022
1251,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DEKORASI,0,UNIT,2022
1252,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MEBEL,0,UNIT,2022
1253,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,8,UNIT,2022
1254,32,JAWA BARAT,3203,KABUPATEN CIANJUR,INDUSTRI,2,UNIT,2022
1255,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,3,UNIT,2022
1256,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,2,UNIT,2022
1257,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,19,UNIT,2022
1258,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,84,UNIT,2022
1259,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,11,UNIT,2022
1260,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,0,UNIT,2022
1261,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AGRIBISNIS,3,UNIT,2022
1262,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,0,UNIT,2022
1263,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,0,UNIT,2022
1264,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,0,UNIT,2022
1265,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,7,UNIT,2022
1266,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DEKORASI,0,UNIT,2022
1267,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MEBEL,0,UNIT,2022
1268,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,20,UNIT,2022
1269,32,JAWA BARAT,3204,KABUPATEN BANDUNG,INDUSTRI,4,UNIT,2022
1270,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,3,UNIT,2022
1271,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,3,UNIT,2022
1272,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,16,UNIT,2022
1273,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,92,UNIT,2022
1274,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,14,UNIT,2022
1275,32,JAWA BARAT,3204,KABUPATEN BANDUNG,OBAT-OBATAN,0,UNIT,2022
1276,32,JAWA BARAT,3205,KABUPATEN GARUT,AGRIBISNIS,2,UNIT,2022
1277,32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,0,UNIT,2022
1278,32,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,0,UNIT,2022
1279,32,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,0,UNIT,2022
1280,32,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,7,UNIT,2022
1281,32,JAWA BARAT,3205,KABUPATEN GARUT,DEKORASI,0,UNIT,2022
1282,32,JAWA BARAT,3205,KABUPATEN GARUT,MEBEL,2,UNIT,2022
1283,32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,16,UNIT,2022
1284,32,JAWA BARAT,3205,KABUPATEN GARUT,INDUSTRI,6,UNIT,2022
1285,32,JAWA BARAT,3205,KABUPATEN GARUT,JASA,18,UNIT,2022
1286,32,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,7,UNIT,2022
1287,32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,1,UNIT,2022
1288,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,81,UNIT,2022
1289,32,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,19,UNIT,2022
1290,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,2,UNIT,2022
1291,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AGRIBISNIS,1,UNIT,2022
1292,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,0,UNIT,2022
1293,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,0,UNIT,2022
1294,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,0,UNIT,2022
1295,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,12,UNIT,2022
1296,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DEKORASI,0,UNIT,2022
1297,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MEBEL,0,UNIT,2022
1298,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,10,UNIT,2022
1299,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,INDUSTRI,0,UNIT,2022
1300,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA,0,UNIT,2022
1301,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,10,UNIT,2022
1302,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,0,UNIT,2022
1303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,87,UNIT,2022
1304,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,8,UNIT,2022
1305,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,OBAT-OBATAN,0,UNIT,2022
1306,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AGRIBISNIS,0,UNIT,2022
1307,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,0,UNIT,2022
1308,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,0,UNIT,2022
1309,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,0,UNIT,2022
1310,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,8,UNIT,2022
1311,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DEKORASI,0,UNIT,2022
1312,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MEBEL,2,UNIT,2022
1313,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,3,UNIT,2022
1314,32,JAWA BARAT,3207,KABUPATEN CIAMIS,INDUSTRI,0,UNIT,2022
1315,32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA,4,UNIT,2022
1316,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,0,UNIT,2022
1317,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,0,UNIT,2022
1318,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,129,UNIT,2022
1319,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,13,UNIT,2022
1320,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,0,UNIT,2022
1321,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AGRIBISNIS,2,UNIT,2022
1322,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,0,UNIT,2022
1323,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,0,UNIT,2022
1324,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,0,UNIT,2022
1325,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,9,UNIT,2022
1326,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DEKORASI,0,UNIT,2022
1327,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MEBEL,0,UNIT,2022
1328,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,4,UNIT,2022
